distrito_nombre,agrupacion_nombre,lista_numero,votos_cantidad
Mendoza,MOVIMIENTO AL SOCIALISMO,3017,3986
Mendoza,MOVIMIENTO DE ACCION VECINAL,3025,3416
Mendoza,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026,1532
Mendoza,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,2284
Mendoza,MOVIMIENTO LIBRES DEL SUR,3019,15566
Mendoza,POLITICA OBRERA,3020,3041
Mendoza,PRINCIPIOS Y VALORES,3011,7182
Mendoza,PRINCIPIOS Y VALORES,3012,43
Mendoza,PRINCIPIOS Y VALORES,3013,26
Mendoza,PRINCIPIOS Y VALORES,3014,22
Mendoza,PRINCIPIOS Y VALORES,3015,32
Mendoza,PROYECTO JOVEN,3022,41
Mendoza,PROYECTO JOVEN,3023,4
Mendoza,PROYECTO JOVEN,3024,0
Mendoza,UNION DEL CENTRO DEMOCRATICO,3018,101
Mendoza,UNION POR LA PATRIA,3005,140766
Mendoza,UNION POR LA PATRIA,3006,34756
Misiones,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009,4964
Misiones,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010,3710
Misiones,FRENTE LIBER.AR,3002,183
Misiones,FRENTE LIBER.AR,3003,135
Misiones,FRENTE LIBER.AR,3004,118
Misiones,FRENTE PATRIOTA FEDERAL,3021,3051
Misiones,HACEMOS POR NUESTRO PAIS,3001,8610
Misiones,JUNTOS POR EL CAMBIO,3007,40072
Misiones,JUNTOS POR EL CAMBIO,3008,82456
Misiones,LA LIBERTAD AVANZA,3016,277899
Misiones,MOVIMIENTO AL SOCIALISMO,3017,3704
Misiones,MOVIMIENTO DE ACCION VECINAL,3025,1947
Misiones,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026,533
Misiones,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,1039
Misiones,MOVIMIENTO LIBRES DEL SUR,3019,4740
Misiones,POLITICA OBRERA,3020,3054
Misiones,PRINCIPIOS Y VALORES,3011,3938
Misiones,PRINCIPIOS Y VALORES,3012,30
Misiones,PRINCIPIOS Y VALORES,3013,14
Misiones,PRINCIPIOS Y VALORES,3014,25
Misiones,PRINCIPIOS Y VALORES,3015,36
Misiones,PROYECTO JOVEN,3022,62
Misiones,PROYECTO JOVEN,3023,26
Misiones,PROYECTO JOVEN,3024,19
Misiones,UNION DEL CENTRO DEMOCRATICO,3018,54
Misiones,UNION POR LA PATRIA,3005,157074
Misiones,UNION POR LA PATRIA,3006,18296
Neuquén,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009,13715
Neuquén,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010,5132
Neuquén,FRENTE PATRIOTA FEDERAL,3021,1851
Neuquén,HACEMOS POR NUESTRO PAIS,3001,7038
Neuquén,JUNTOS POR EL CAMBIO,3007,33444
Neuquén,JUNTOS POR EL CAMBIO,3008,57819
Neuquén,LA LIBERTAD AVANZA,3016,156147
Neuquén,MOVIMIENTO AL SOCIALISMO,3017,3053
Neuquén,MOVIMIENTO DE ACCION VECINAL,3025,1268
Neuquén,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,1612
Neuquén,MOVIMIENTO LIBRES DEL SUR,3019,13064
Neuquén,POLITICA OBRERA,3020,2024
Neuquén,PRINCIPIOS Y VALORES,3011,4232
Neuquén,UNION POR LA PATRIA,3005,57483
Neuquén,UNION POR LA PATRIA,3006,21541
Río Negro,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009,9471
Río Negro,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010,3759
Río Negro,FRENTE LIBER.AR,3002,24
Río Negro,FRENTE LIBER.AR,3003,15
Río Negro,FRENTE LIBER.AR,3004,47
Río Negro,FRENTE PATRIOTA FEDERAL,3021,27
Río Negro,HACEMOS POR NUESTRO PAIS,3001,8232
Río Negro,JUNTOS POR EL CAMBIO,3007,31520
Río Negro,JUNTOS POR EL CAMBIO,3008,52712
Río Negro,LA LIBERTAD AVANZA,3016,148437
Río Negro,MOVIMIENTO AL SOCIALISMO,3017,3128
Río Negro,MOVIMIENTO DE ACCION VECINAL,3025,1767
Río Negro,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026,188
Río Negro,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,986
Río Negro,MOVIMIENTO LIBRES DEL SUR,3019,5013
Río Negro,POLITICA OBRERA,3020,2378
Río Negro,PRINCIPIOS Y VALORES,3011,3364
Río Negro,PRINCIPIOS Y VALORES,3012,32
Río Negro,PRINCIPIOS Y VALORES,3013,12
Río Negro,PRINCIPIOS Y VALORES,3014,13
Río Negro,PRINCIPIOS Y VALORES,3015,12
Río Negro,PROYECTO JOVEN,3022,34
Río Negro,PROYECTO JOVEN,3023,261
Río Negro,PROYECTO JOVEN,3024,10
Río Negro,UNION DEL CENTRO DEMOCRATICO,3018,21
Río Negro,UNION POR LA PATRIA,3005,72012
Río Negro,UNION POR LA PATRIA,3006,34246
Salta,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009,5057
Salta,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010,7278
Salta,FRENTE LIBER.AR,3002,40
Salta,FRENTE LIBER.AR,3003,9
Salta,FRENTE LIBER.AR,3004,19
Salta,FRENTE PATRIOTA FEDERAL,3021,1363
Salta,HACEMOS POR NUESTRO PAIS,3001,12820
Salta,JUNTOS POR EL CAMBIO,3007,44453
Salta,JUNTOS POR EL CAMBIO,3008,66556
Salta,LA LIBERTAD AVANZA,3016,318910
Salta,MOVIMIENTO AL SOCIALISMO,3017,1887
Salta,MOVIMIENTO DE ACCION VECINAL,3025,1282
Salta,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026,1263
Salta,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,1277
Salta,MOVIMIENTO LIBRES DEL SUR,3019,8012
Salta,POLITICA OBRERA,3020,3884
Salta,PRINCIPIOS Y VALORES,3011,2142
Salta,PRINCIPIOS Y VALORES,3012,24
Salta,PRINCIPIOS Y VALORES,3013,5
Salta,PRINCIPIOS Y VALORES,3014,6
Salta,PRINCIPIOS Y VALORES,3015,17
Salta,PROYECTO JOVEN,3022,608
Salta,PROYECTO JOVEN,3023,27
Salta,PROYECTO JOVEN,3024,14
Salta,UNION DEL CENTRO DEMOCRATICO,3018,47
Salta,UNION POR LA PATRIA,3005,137998
Salta,UNION POR LA PATRIA,3006,17839
San Juan,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009,3244
San Juan,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010,2259
San Juan,FRENTE LIBER.AR,3002,7
San Juan,FRENTE LIBER.AR,3003,10
San Juan,FRENTE LIBER.AR,3004,128
San Juan,FRENTE PATRIOTA FEDERAL,3021,1187
San Juan,HACEMOS POR NUESTRO PAIS,3001,6896
San Juan,JUNTOS POR EL CAMBIO,3007,63523
San Juan,JUNTOS POR EL CAMBIO,3008,53926
San Juan,LA LIBERTAD AVANZA,3016,143858
San Juan,MOVIMIENTO AL SOCIALISMO,3017,1130
San Juan,MOVIMIENTO DE ACCION VECINAL,3025,961
San Juan,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026,1028
San Juan,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,1434
San Juan,MOVIMIENTO LIBRES DEL SUR,3019,2838
San Juan,POLITICA OBRERA,3020,1251
San Juan,PRINCIPIOS Y VALORES,3011,1037
San Juan,PRINCIPIOS Y VALORES,3012,3
San Juan,PRINCIPIOS Y VALORES,3013,1
San Juan,PRINCIPIOS Y VALORES,3014,1
San Juan,PRINCIPIOS Y VALORES,3015,1
San Juan,PROYECTO JOVEN,3022,15
San Juan,PROYECTO JOVEN,3023,1
San Juan,PROYECTO JOVEN,3024,1
San Juan,UNION DEL CENTRO DEMOCRATICO,3018,5
San Juan,UNION POR LA PATRIA,3005,95443
San Juan,UNION POR LA PATRIA,3006,26841
San Luis,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009,3006
San Luis,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010,935
San Luis,FRENTE LIBER.AR,3002,186
San Luis,FRENTE LIBER.AR,3003,21
San Luis,FRENTE LIBER.AR,3004,13
San Luis,FRENTE PATRIOTA FEDERAL,3021,1127
San Luis,HACEMOS POR NUESTRO PAIS,3001,8263
San Luis,JUNTOS POR EL CAMBIO,3007,33194
San Luis,JUNTOS POR EL CAMBIO,3008,33385
San Luis,LA LIBERTAD AVANZA,3016,135471
San Luis,MOVIMIENTO AL SOCIALISMO,3017,874
San Luis,MOVIMIENTO DE ACCION VECINAL,3025,803
San Luis,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026,598
San Luis,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,666
San Luis,MOVIMIENTO LIBRES DEL SUR,3019,2769
San Luis,POLITICA OBRERA,3020,987
San Luis,PRINCIPIOS Y VALORES,3011,1189
San Luis,PRINCIPIOS Y VALORES,3012,7
San Luis,PRINCIPIOS Y VALORES,3013,14
San Luis,PRINCIPIOS Y VALORES,3014,11
San Luis,PRINCIPIOS Y VALORES,3015,6
San Luis,PROYECTO JOVEN,3022,17
San Luis,PROYECTO JOVEN,3023,13
San Luis,PROYECTO JOVEN,3024,9
San Luis,UNION DEL CENTRO DEMOCRATICO,3018,27
San Luis,UNION POR LA PATRIA,3005,38315
San Luis,UNION POR LA PATRIA,3006,10999
Santa Cruz,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009,1856
Santa Cruz,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010,1438
Santa Cruz,FRENTE LIBER.AR,3002,11
Santa Cruz,FRENTE LIBER.AR,3003,0
Santa Cruz,FRENTE LIBER.AR,3004,1
Santa Cruz,FRENTE PATRIOTA FEDERAL,3021,209
Santa Cruz,HACEMOS POR NUESTRO PAIS,3001,3679
Santa Cruz,JUNTOS POR EL CAMBIO,3007,10604
Santa Cruz,JUNTOS POR EL CAMBIO,3008,17507
Santa Cruz,LA LIBERTAD AVANZA,3016,52189
Santa Cruz,MOVIMIENTO AL SOCIALISMO,3017,414
Santa Cruz,MOVIMIENTO DE ACCION VECINAL,3025,138
Santa Cruz,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026,25
Santa Cruz,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,334
Santa Cruz,MOVIMIENTO LIBRES DEL SUR,3019,607
Santa Cruz,POLITICA OBRERA,3020,403
Santa Cruz,PRINCIPIOS Y VALORES,3011,65
Santa Cruz,PRINCIPIOS Y VALORES,3012,0
Santa Cruz,PRINCIPIOS Y VALORES,3013,0
Santa Cruz,PRINCIPIOS Y VALORES,3014,0
Santa Cruz,PRINCIPIOS Y VALORES,3015,0
Santa Cruz,PROYECTO JOVEN,3022,1
Santa Cruz,PROYECTO JOVEN,3023,3
Santa Cruz,PROYECTO JOVEN,3024,0
Santa Cruz,UNION DEL CENTRO DEMOCRATICO,3018,4
Santa Cruz,UNION POR LA PATRIA,3005,29622
Santa Cruz,UNION POR LA PATRIA,3006,8857
Santa Fe,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009,21601
Santa Fe,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010,9244
Santa Fe,FRENTE LIBER.AR,3002,806
Santa Fe,FRENTE LIBER.AR,3003,2359
Santa Fe,FRENTE LIBER.AR,3004,853
Santa Fe,FRENTE PATRIOTA FEDERAL,3021,2406
Santa Fe,HACEMOS POR NUESTRO PAIS,3001,67563
Santa Fe,JUNTOS POR EL CAMBIO,3007,210334
Santa Fe,JUNTOS POR EL CAMBIO,3008,369533
Santa Fe,LA LIBERTAD AVANZA,3016,646315
Santa Fe,MOVIMIENTO AL SOCIALISMO,3017,5554
Santa Fe,MOVIMIENTO DE ACCION VECINAL,3025,2288
Santa Fe,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026,2225
Santa Fe,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,4468
Santa Fe,MOVIMIENTO LIBRES DEL SUR,3019,5606
Santa Fe,POLITICA OBRERA,3020,3578
Santa Fe,PRINCIPIOS Y VALORES,3011,25979
Santa Fe,PRINCIPIOS Y VALORES,3012,217
Santa Fe,PRINCIPIOS Y VALORES,3013,41
Santa Fe,PRINCIPIOS Y VALORES,3014,34
Santa Fe,PRINCIPIOS Y VALORES,3015,36
Santa Fe,PROYECTO JOVEN,3022,1217
Santa Fe,PROYECTO JOVEN,3023,244
Santa Fe,PROYECTO JOVEN,3024,455
Santa Fe,UNION DEL CENTRO DEMOCRATICO,3018,1218
Santa Fe,UNION POR LA PATRIA,3005,301725
Santa Fe,UNION POR LA PATRIA,3006,85140
Santiago del Estero,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009,2890
Santiago del Estero,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010,2716
Santiago del Estero,FRENTE LIBER.AR,3002,33
Santiago del Estero,FRENTE LIBER.AR,3003,8
Santiago del Estero,FRENTE LIBER.AR,3004,278
Santiago del Estero,FRENTE PATRIOTA FEDERAL,3021,790
Santiago del Estero,HACEMOS POR NUESTRO PAIS,3001,7605
Santiago del Estero,JUNTOS POR EL CAMBIO,3007,24260
Santiago del Estero,JUNTOS POR EL CAMBIO,3008,31652
Santiago del Estero,LA LIBERTAD AVANZA,3016,142042
Santiago del Estero,MOVIMIENTO AL SOCIALISMO,3017,1644
Santiago del Estero,MOVIMIENTO DE ACCION VECINAL,3025,808
Santiago del Estero,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026,549
Santiago del Estero,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,731
Santiago del Estero,MOVIMIENTO LIBRES DEL SUR,3019,10260
Santiago del Estero,POLITICA OBRERA,3020,1192
Santiago del Estero,PRINCIPIOS Y VALORES,3011,11
Santiago del Estero,PRINCIPIOS Y VALORES,3012,0
Santiago del Estero,PRINCIPIOS Y VALORES,3013,0
Santiago del Estero,PRINCIPIOS Y VALORES,3014,0
Santiago del Estero,PRINCIPIOS Y VALORES,3015,2
Santiago del Estero,PROYECTO JOVEN,3022,23
Santiago del Estero,PROYECTO JOVEN,3023,51
Santiago del Estero,PROYECTO JOVEN,3024,4
Santiago del Estero,UNION DEL CENTRO DEMOCRATICO,3018,2
Santiago del Estero,UNION POR LA PATRIA,3005,272293
Santiago del Estero,UNION POR LA PATRIA,3006,8270
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009,2074
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010,629
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE LIBER.AR,3002,0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE LIBER.AR,3003,6
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE LIBER.AR,3004,0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE PATRIOTA FEDERAL,3021,12
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",HACEMOS POR NUESTRO PAIS,3001,4315
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",JUNTOS POR EL CAMBIO,3007,9341
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",JUNTOS POR EL CAMBIO,3008,11704
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",LA LIBERTAD AVANZA,3016,35697
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO AL SOCIALISMO,3017,842
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO DE ACCION VECINAL,3025,479
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026,9
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,16
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO LIBRES DEL SUR,3019,676
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",POLITICA OBRERA,3020,726
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,3011,1848
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,3012,7
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,3013,0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,3014,0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,3015,1
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PROYECTO JOVEN,3022,0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PROYECTO JOVEN,3023,1
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PROYECTO JOVEN,3024,6
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",UNION DEL CENTRO DEMOCRATICO,3018,7
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",UNION POR LA PATRIA,3005,22786
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",UNION POR LA PATRIA,3006,6814
Tucumán,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009,10118
Tucumán,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010,5911
Tucumán,FRENTE LIBER.AR,3002,90
Tucumán,FRENTE LIBER.AR,3003,138
Tucumán,FRENTE LIBER.AR,3004,286
Tucumán,FRENTE PATRIOTA FEDERAL,3021,2889
Tucumán,HACEMOS POR NUESTRO PAIS,3001,11302
Tucumán,JUNTOS POR EL CAMBIO,3007,102145
Tucumán,JUNTOS POR EL CAMBIO,3008,104824
Tucumán,LA LIBERTAD AVANZA,3016,342681
Tucumán,MOVIMIENTO AL SOCIALISMO,3017,2971
Tucumán,MOVIMIENTO DE ACCION VECINAL,3025,1972
Tucumán,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026,1625
Tucumán,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027,1580
Tucumán,MOVIMIENTO LIBRES DEL SUR,3019,15445
Tucumán,POLITICA OBRERA,3020,3349
Tucumán,PRINCIPIOS Y VALORES,3011,1956
Tucumán,PRINCIPIOS Y VALORES,3012,66
Tucumán,PRINCIPIOS Y VALORES,3013,16
Tucumán,PRINCIPIOS Y VALORES,3014,10
Tucumán,PRINCIPIOS Y VALORES,3015,51
Tucumán,PROYECTO JOVEN,3022,23
Tucumán,PROYECTO JOVEN,3023,6
Tucumán,PROYECTO JOVEN,3024,17
Tucumán,UNION DEL CENTRO DEMOCRATICO,3018,33
Tucumán,UNION POR LA PATRIA,3005,279766
Tucumán,UNION POR LA PATRIA,3006,33319
